"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL939";"GEFITINIB";"4";"446.91";"0";"4.28";"Gefitinib";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"14.37";"0.28";"2.14";"9.34";"1";"CHEMBL3418213";"Inhibition of EGFR (unknown origin) using Poly(Glu:Tyr) 4:1 as substrate after 12 to 16 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3416622";"";"0";"353.47";"1";"5.04";"2p";"COc1ccccc1-c1cc2c(NCc3cccs3)ncnc2s1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"19.15";"0.39";"1.73";"14.39";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL3416447";"";"0";"361.47";"1";"5.54";"(R)-2b";"COc1ccccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.26";"0.42";"2.51";"17.10";"0";"CHEMBL3418211";"Inhibition of EGFR (unknown origin) by Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414443";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL4063421";"";"0";"473.56";"0";"3.40";"9d";"C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4nc5c(s4)CN(C)CC5)nc32)c1";"IC50";"'='";"549.6";"nM";"6.26";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4001767";"Inhibition of N-terminal 6His/TEV protease cleavage site-tagged wild type human EGFR using poly (Glu,Tyr) 4:1 as substrate after 1 hr by ELISA";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4000215";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL1545480";"";"0";"174.59";"0";"1.16";"4a";"Cc1cc(NC(=O)CCl)no1";"IC50";"'='";"106.0";"nM";"6.97";"";"";"UO_0000065";"39.95";"0.87";"5.81";"12.65";"0";"CHEMBL4672269";"Inhibition of EGFR-TK (unknown origin) relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665865";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL4751085";"";"0";"239.30";"0";"2.01";"16b";"CC(C)(C)c1cc(NC2=NC(=O)CS2)no1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"28.52";"0.58";"4.81";"10.11";"0";"CHEMBL4672269";"Inhibition of EGFR-TK (unknown origin) relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665865";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL553";"ERLOTINIB";"4";"393.44";"0";"3.41";"Erlotinib";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"18.23";"0.34";"3.76";"9.60";"0";"CHEMBL4672269";"Inhibition of EGFR-TK (unknown origin) relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665865";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL2312646";"";"0";"477.44";"0";"4.57";"12";"CN1CCC(NC(=O)c2cnc(NCc3cc(Cl)ccc3Cl)nc2NC2CCCC2)CC1";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"9.47";"0.19";"-0.05";"5.50";"0";"CHEMBL2317775";"Inhibition of EGFR (unknown origin) in presence of ATP";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311250";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None";""
"CHEMBL2437469";"";"0";"512.57";"1";"2.80";"3x";"C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1";"IC50";"'='";"3.82";"nM";"8.42";"";"";"UO_0000065";"16.42";"0.30";"5.62";"7.16";"0";"CHEMBL2439336";"Inhibition of wild type EGFR (unknown origin) using Tyr 4 peptide as substrate after 1.5 hrs by FRET-based Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434822";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL3774906";"";"0";"498.38";"0";"3.58";"a3";"O=C1COc2cc3ncnc(Nc4cccc(Br)c4)c3cc2N1CCCN1CCOCC1";"IC50";"'='";"89.6";"nM";"7.05";"";"";"UO_0000065";"14.14";"0.30";"3.47";"8.83";"0";"CHEMBL3776094";"Inhibition of wildtype EGFR (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774304";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL3353410";"OSIMERTINIB";"4";"499.62";"0";"4.51";"AZD9291";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"13.85";"0.26";"2.41";"7.90";"0";"CHEMBL4222847";"Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using poly (Glu, Tyr) as substrate after 40 mins by kinase-glo plus luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M,C797S";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219174";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4226151";"";"0";"501.66";"1";"4.82";"C5";"CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1";"IC50";"'='";"892.0";"nM";"6.05";"";"";"UO_0000065";"12.06";"0.23";"1.23";"8.48";"0";"CHEMBL4222847";"Inhibition of EGFR L858R/T790M/C797S triple mutant (unknown origin) using poly (Glu, Tyr) as substrate after 40 mins by kinase-glo plus luminescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M,C797S";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219174";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL3926191";"";"0";"417.47";"0";"3.19";"25a";"C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(OC)cc3)nn21";"IC50";"'='";"99.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4414895";"Inhibition of EGFR (unknown origin) preincubated for 1 hr followed by Biotin-AVLESEEELYSSARQ-NH2 substrate addition in presence of ATP and measured after 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414549";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL1873475";"IBRUTINIB";"4";"440.51";"0";"4.22";"1a";"C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"IC50";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4414895";"Inhibition of EGFR (unknown origin) preincubated for 1 hr followed by Biotin-AVLESEEELYSSARQ-NH2 substrate addition in presence of ATP and measured after 1 hr by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414549";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4472983";"";"0";"545.66";"2";"5.43";"23b";"CC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"684.0";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4411958";"Inhibition of wild-type EGFR (unknown origin) using substrate-biotin by ELISA-based mobility shift assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411272";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4445797";"";"0";"552.68";"2";"5.16";"17c";"CC/C=C\C(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"387.0";"nM";"6.41";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4411958";"Inhibition of wild-type EGFR (unknown origin) using substrate-biotin by ELISA-based mobility shift assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411272";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4798527";"";"0";"548.57";"2";"5.17";"13an";"Cc1ccc(NC(=O)c2ccc(C)c(C(F)(F)F)c2)cc1C#Cc1nn([C@H]2CC[C@H](O)CC2)c2ncnc(N)c12";"IC50";"'='";"651.0";"nM";"6.19";"";"";"UO_0000065";"11.28";"0.21";"1.02";"5.20";"0";"CHEMBL4766167";"Inhibition of human recombinant EGFR (696 to end residues) using poly(Glu,Tyr)4:1 as substrate incubated for 40 mins in presence of [gamma33P-ATP] by radiometric scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765233";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 0.6667 hr"
"CHEMBL4792967";"";"0";"609.65";"2";"5.56";"6a-2";"C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"16.02";"0.30";"4.21";"10.09";"0";"CHEMBL4714437";"Inhibition of recombinant human N-terminal GST-tagged EGFR T790M/L858R double mutant using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706705";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr"
"CHEMBL4647325";"";"0";"470.38";"0";"4.97";"21";"Nc1nc(Nc2nnc3c4ccccc4nc(Sc4ccc(Br)cc4)n23)cs1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"13.10";"0.30";"1.19";"6.55";"1";"CHEMBL4619916";"Inhibition of human EGFR-TK using PTK substrate after 40 mins in presence of ATP by Kinase-Glo luminescent assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619706";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL553";"ERLOTINIB";"4";"393.44";"0";"3.41";"2b";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"22.43";"0.42";"5.41";"11.81";"0";"CHEMBL4370290";"Inhibition of wild type EGFR (unknown origin) by bioluminescent ADP-glo kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368913";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4559807";"";"0";"506.56";"2";"5.84";"82";"C=CC(=O)Nc1cccc(-c2c(-c3ccccc3OC)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"15.04";"0.27";"1.78";"6.96";"0";"CHEMBL4416105";"Inhibition of GST-tagged human EGFR kinase domain (696 to 1022 residues) using poly(Glu, Tyr) 4:1 substrate incubated for 60 mins by kinase-Glo plus luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414600";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4448691";"";"0";"414.47";"0";"4.47";"43";"C=CC(=O)Nc1cccc(-c2c(C)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"17.39";"0.32";"2.74";"7.19";"0";"CHEMBL4416105";"Inhibition of GST-tagged human EGFR kinase domain (696 to 1022 residues) using poly(Glu, Tyr) 4:1 substrate incubated for 60 mins by kinase-Glo plus luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414600";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4514452";"";"0";"460.54";"1";"6.85";"70";"C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](C)c4ccccc4)c23)c1";"IC50";"'='";"117.0";"nM";"6.93";"";"";"UO_0000065";"15.05";"0.27";"0.08";"8.66";"0";"CHEMBL4416105";"Inhibition of GST-tagged human EGFR kinase domain (696 to 1022 residues) using poly(Glu, Tyr) 4:1 substrate incubated for 60 mins by kinase-Glo plus luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414600";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL554";"LAPATINIB";"4";"581.07";"2";"6.14";"Lapatinib";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.77";"0.27";"1.86";"7.52";"1";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL4579429";"";"0";"484.50";"0";"3.87";"6k";"C=CC(=O)N(c1ccc(F)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12";"IC50";"'='";"302.0";"nM";"6.52";"";"";"UO_0000065";"13.46";"0.25";"2.65";"8.47";"0";"CHEMBL4385373";"Inhibition of human EGFR using poly[Glu:Tyr] (4:1) as substrate measured after 20 mins in presence of [gamma33P]ATP by filter-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382284";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";""
"CHEMBL3746268";"";"0";"475.51";"0";"3.96";"5j";"CC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1";"IC50";"'='";"10939.56";"nM";"4.96";"";"";"UO_0000065";"10.43";"0.19";"1.00";"4.14";"0";"CHEMBL3750872";"Inhibition of His-tagged EGFR cytoplasmic domain (645-1186 aa) (unknown origin) assessed as inhibition of autophosphorylation by TR-fluorometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745647";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None";""
"CHEMBL4756020";"";"0";"541.66";"1";"4.54";"6b-7";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"0.95";"nM";"9.02";"";"";"UO_0000065";"16.66";"0.31";"4.48";"9.32";"0";"CHEMBL4714437";"Inhibition of recombinant human N-terminal GST-tagged EGFR T790M/L858R double mutant using biotinylated TK peptide as substrate measured after 30 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706705";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.5 hr"
"CHEMBL1173655";"AFATINIB";"4";"485.95";"0";"4.39";"Afatinib";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"19.14";"0.37";"4.91";"10.50";"1";"CHEMBL4179482";"Inhibition of wild-type EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
"CHEMBL4752843";"";"0";"351.41";"0";"4.28";"4j";"Cn1c(-c2csc(N/N=C\c3ccc(F)cc3)n2)nc2ccccc21";"IC50";"'='";"253.74";"nM";"6.60";"";"";"UO_0000065";"18.77";"0.36";"2.32";"11.97";"0";"CHEMBL4729710";"Inhibition of EGFR (unknown origin) using ATF-2 as substrate after 1 hr by radiometric based ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725379";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"TIME = 1.0 hr"
"CHEMBL1173655";"AFATINIB";"4";"485.95";"0";"4.39";"Afatinib";"CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"19.14";"0.37";"4.91";"10.50";"0";"CHEMBL4356092";"Irreversible inhibition of wild type EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354810";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL180022";"NERATINIB";"4";"557.05";"2";"5.93";"Neratinib";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"IC50";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"12.63";"0.24";"1.11";"6.26";"1";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3740102";"";"0";"481.96";"0";"4.91";"15h";"C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1";"IC50";"'='";"15320.0";"nM";"4.82";"";"";"UO_0000065";"9.99";"0.19";"-0.10";"5.09";"0";"CHEMBL3743367";"Inhibition of wild type recombinant human EGFR preincubated for 10 mins followed by FAM-labeled peptide/ATP addition measured after 1 hr by mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3739350";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"None";""
"CHEMBL4782320";"";"0";"373.44";"0";"4.93";"6";"S=C(Nc1ccc2c(c1)OCO2)Nc1c2ccccc2nc2ccccc12";"IC50";"'='";"493.0";"nM";"6.31";"";"";"UO_0000065";"16.89";"0.32";"1.38";"11.38";"0";"CHEMBL4769431";"Inhibition of EGFR (unknown origin) by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765304";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL4441037";"";"0";"489.58";"1";"5.89";"6";"C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC)n3C)ccn2)c1";"IC50";"'='";"111.0";"nM";"6.96";"";"";"UO_0000065";"14.21";"0.27";"1.06";"8.58";"0";"CHEMBL4359338";"Inhibition of human EGFR L858R/T790M mutant using poly[Glu:Tyr] (4:1) as substrate measured in presence of [gamma-33P]ATP by radiometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P00533";"L858R,T790M";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354875";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL1229592";"";"0";"494.98";"0";"4.55";"46; WZ4002";"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1";"IC50";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4052482";"Inhibition of wild-type EGFR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4049460";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4536115";"";"0";"635.64";"2";"6.10";"20b";"COc1cc2c(Oc3ccc(NS(=O)(=O)c4ccccc4C(F)(F)F)cc3F)ccnc2cc1OCCCN1CCOCC1";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"9.73";"0.19";"0.09";"6.24";"0";"CHEMBL4371479";"Inhibition of wild type EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371006";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL3633941";"";"0";"478.92";"1";"5.56";"15";"CCNC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.68";"0.30";"1.95";"6.95";"0";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
"CHEMBL3632637";"";"0";"548.00";"2";"5.42";"10d";"CCOC(=O)C(=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1)C(=O)OCC";"IC50";"'='";"1020.0";"nM";"5.99";"";"";"UO_0000065";"10.93";"0.21";"0.57";"4.81";"0";"CHEMBL3636784";"Inhibition of EGFR (unknown origin) after 120 mins by HotSpot assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3632549";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2015";"None";""
